timestamp,W1 (m),W2 (m),W3 (m),W4 (m),W5 (m),L1 (m),L2 (m),L3 (m),L4 (m),L5 (m),Vdd (V),Vi (V),Vin1_dc (V),Vin2_dc (V),Vin1_ac (V),Vin2_ac (V),gain_db,bandwidth (Hz),phase_margin,region5,Fom,SR,PSRR,CMRR,fit_b0,fit_b1,fit_b2,fit_a1,fit_a2
five_stage_amp_20250524_000427.raw,5.62e-06,5.62e-06,4.49e-06,4.49e-06,1.06e-06,1.4e-07,1.4e-07,1e-07,1e-07,1.9e-07,1.2,1.17,0.58,0.58,0.044,-0.044,35.777279539832456,7244359.600750079,88.19195134103121,0.000177539089073933,1459867119263.9287,320786338.7698758,30.34100864824218,14.19365461887986,61.49842266896825,5.226978926257711e-10,-1.8602464073294846e-21,2.27026548408797e-08,5.87477737601102e-19
five_stage_amp_20250524_000428.raw,4.2000000000000004e-06,4.2000000000000004e-06,2.99e-06,2.99e-06,4.36e-06,1.9e-07,1.9e-07,8e-08,8e-08,9e-08,1.2,0.28,0.9500000000000001,0.9500000000000001,0.033,-0.033,29.02988896639259,794328.2347242986,91.14037797496573,6.465770845287166e-06,3566359063548.4204,8008965.889775505,23.42523129646822,7.446264045475161,28.280979604383067,1.08446160233621e-09,-5.357583945178459e-20,2.0830510023543652e-07,3.074645388992718e-17
five_stage_amp_20250524_000430.raw,6.6e-07,6.6e-07,1.22e-06,1.22e-06,1.42e-06,1.9e-07,1.9e-07,1.1e-07,1.1e-07,1.8e-07,1.2,0.88,0.1,0.1,0.048,-0.048,21.177431385924454,2187.761623949578,94.89353026861593,1.685461853967065e-08,2748870973905.541,107611655.7401484,21.64608245396596,-0.406192518745834,11.451743655314232,1.0356672217510403e-07,-3.1514620776613174e-16,7.530319843846887e-05,1.929847640845601e-12
five_stage_amp_20250524_000431.raw,5.59e-06,5.59e-06,2.77e-06,2.77e-06,2.09e-06,2.3e-07,2.3e-07,9e-08,9e-08,1.4e-07,1.2,0.87,0.4,0.4,0.023,-0.023,33.782596249116864,1995262.314968925,89.97385679541559,3.265788452925382e-05,2063977571397.6272,318557916.4512331,28.93268474280117,12.19897132816639,48.879879857005015,-2.7241558988963268e-08,6.871196345551859e-19,7.989528596059871e-08,-4.211687890609189e-17
five_stage_amp_20250524_000433.raw,3.85e-06,3.85e-06,2.55e-06,2.55e-06,2.43e-06,2.3e-07,2.3e-07,2.2e-07,2.2e-07,9e-08,1.2,0.6,0.11,0.11,0.014,-0.014,28.038758221413875,6025.595860743659,91.66893099037506,4.112599510396612e-08,4108112765472.0356,120779457.9782977,25.69391750475246,6.455133376027994,25.23120066190378,1.529101723506203e-07,-5.133576091982711e-16,2.744323952742416e-05,4.983832944138958e-13
five_stage_amp_20250524_000434.raw,5.71e-06,5.71e-06,4.24e-06,4.24e-06,5.95e-06,1.8e-07,1.8e-07,7e-08,7e-08,1.9e-07,1.2,0.97,0.42,0.42,0.009000000000000001,-0.009000000000000001,24.941562708566998,10964781.96143213,92.13130391948087,6.897705294595597e-05,3964779375121.9897,740520609.2759289,20.72553953634545,3.357937787615562,17.663555832706574,1.1111061917553085e-10,-9.009747561156877e-22,1.511373638036199e-08,3.6819042652693036e-19
five_stage_amp_20250524_000436.raw,7.5e-07,7.5e-07,2.18e-06,2.18e-06,1.17e-06,1.2000000000000002e-07,1.2000000000000002e-07,1e-07,1e-07,1.6e-07,1.2,0.1,0.55,0.55,0.03,-0.03,24.659899910662794,1737.800828749396,93.00208232236785,7.186740948662872e-09,5962924614612.714,15485.7620541789,25.44639155235489,3.07627702403544,17.099959122147343,3.712683460881243e-07,-9.921957142306954e-16,9.449835156355816e-05,5.161549701906856e-12
five_stage_amp_20250524_000438.raw,1.72e-06,1.72e-06,5.74e-06,5.74e-06,4.1100000000000005e-06,1.8e-07,1.8e-07,1.1e-07,1.1e-07,9e-08,1.2,1.17,0.78,0.78,0.028,-0.028,30.08299869783723,12589254.11794199,90.09182002179885,0.0005276410409848867,717765461401.3217,388635358.4762717,22.75618206254256,8.499373776884099,31.926398849786626,1.9053558540328563e-10,-4.475724451262918e-22,1.3175000378411971e-08,2.4502422249870267e-19
five_stage_amp_20250524_000439.raw,1.1e-06,1.1e-06,1.54e-06,1.54e-06,6.900000000000001e-07,2e-07,2e-07,8e-08,8e-08,1.5e-07,1.2,0.5,0.43,0.43,0.046,-0.046,28.810860250679532,870963.5899560995,91.75387611978034,8.256108147042054e-06,3039350966186.8433,20457930.58261487,23.89917711859028,7.227235329722957,27.576745589733722,4.858710090139428e-10,-4.275333217833603e-21,1.8246459077545396e-07,1.016758283218001e-17
five_stage_amp_20250524_000441.raw,9.2e-07,9.2e-07,4.66e-06,4.66e-06,4e-06,2.2e-07,2.2e-07,2.1e-07,2.1e-07,2e-07,1.2,1.07,0.71,0.71,0.039,-0.039,37.89227949081371,2089296.130854087,88.06492224003814,0.0001711947722243359,462445154725.0269,167839900.4389839,30.69678149678788,16.30865456983736,76.11543603694112,-2.3375121844931635e-05,5.136432762821516e-14,-5.564173544118727e-07,9.549187983359182e-15
five_stage_amp_20250524_000442.raw,1.75e-06,1.75e-06,5.37e-06,5.37e-06,4.94e-06,1.8e-07,1.8e-07,8e-08,8e-08,1.2000000000000002e-07,1.2,0.17,0.23,0.23,0.034,-0.034,26.9088711911221,31622.7766016843,91.86777803772766,1.83806493093174e-07,4629505780565.669,449486.994911826,22.37619749534816,5.325246277781133,22.15366524171239,-1.860266379890933e-07,8.145888431614329e-17,5.221363250530416e-06,-2.9481130642070996e-14
five_stage_amp_20250524_000444.raw,1.6900000000000001e-06,1.6900000000000001e-06,5.21e-06,5.21e-06,6e-07,1e-07,1e-07,2e-07,2e-07,1.6e-07,1.2,0.03,0.19,0.19,0.011,-0.011,-3.57849830395172,3311.311214825952,359.9826783174209,5.931148024922742e-10,0,1450.408535918841,-0.7519100409891964,-25.16205506166491,-0.6623310373789876,-1.0575186149653895e-07,-4.0544922148253254e-15,4.827545405447797e-05,9.293739512816263e-12
five_stage_amp_20250524_000445.raw,5.27e-06,5.27e-06,2.4e-06,2.4e-06,5.2e-06,1.6e-07,1.6e-07,2.1e-07,2.1e-07,1.5e-07,1.2,0.52,0.68,0.68,0.048,-0.048,33.75024575268369,8317637.711026917,85.61212553108035,0.0001873025526070064,1498763967290.6782,101413530.6005203,25.75872027909818,12.16662083170857,48.69813035499456,1.4255783269571859e-09,-6.036619821041459e-21,1.9770256718257016e-08,1.395192627900884e-18
five_stage_amp_20250524_000447.raw,5.66e-06,5.66e-06,4.0200000000000005e-06,4.0200000000000005e-06,3.72e-06,2.1e-07,2.1e-07,2.4000000000000003e-07,2.4000000000000003e-07,2.1e-07,1.2,0.43,0.1,0.1,0.011,-0.011,26.495380368485037,9120.108393559227,91.83861480834163,5.225946691090488e-08,4623865400332.701,24697344.93177196,24.68625031569541,4.911755540468675,21.123652831825602,1.5521337905186444e-07,-5.901828047640578e-16,1.809956796304413e-05,3.8988590270675506e-13
five_stage_amp_20250524_000448.raw,3.31e-06,3.31e-06,3.6000000000000003e-06,3.6000000000000003e-06,2.89e-06,2.4000000000000003e-07,2.4000000000000003e-07,1.1e-07,1.1e-07,1e-07,1.2,1.18,0.88,0.88,0.037,-0.037,7.434770662545322,131825673.8556446,114.34271549954606,0.0007530255162086149,1301541091843.5513,342353354.8247167,8.383433596361334,-14.14885425840687,2.3154486791987465,-2.7556639768099218e-08,5.6503534101566815e-18,-1.793861269169822e-08,1.1984525789461418e-17
five_stage_amp_20250524_000450.raw,2.07e-06,2.07e-06,9.600000000000001e-07,9.600000000000001e-07,9.4e-07,2e-07,2e-07,1.9e-07,1.9e-07,1.1e-07,1.2,0.73,0.8200000000000001,0.8200000000000001,0.021,-0.021,-14.047000409238295,109647819.6143217,179.99999934268882,0.0001390431502133015,-11077302007554.191,58461287.02757915,7.873494674306743,-35.63062533018974,0.19508295345521368,-2.632087546205802e-09,5.765005622149937e-19,-2.0660875799917863e-08,1.5672339260573995e-17
five_stage_amp_20250524_000452.raw,2.48e-06,2.48e-06,1.04e-06,1.04e-06,4.16e-06,1.9e-07,1.9e-07,8e-08,8e-08,1.3e-07,1.2,0.67,0.99,0.99,0.01,-0.01,-10.355312681355677,218776162.3949619,179.99999863323612,0.0004889261253722358,-4633615287180.82,180178345.2440251,5.867217139148686,-31.93893760230779,0.29919202065559014,-2.7756565828618575e-09,5.054057783551579e-19,-1.340600836830954e-08,6.9376914823641016e-18
five_stage_amp_20250524_000453.raw,1.81e-06,1.81e-06,1.18e-06,1.18e-06,3.8e-06,1.4e-07,1.4e-07,1.1e-07,1.1e-07,2.2e-07,1.2,0.85,0.91,0.91,0.021,-0.021,-13.43568426054153,218776162.3949619,179.99999951730112,0.0003499075667830328,-8400525512197.07,134422376.499368,7.701515001540624,-35.01930918149375,0.20989029403026985,-1.9271795413598746e-09,3.5194583706159663e-19,-1.3220852129847058e-08,6.7583383172949365e-18
five_stage_amp_20250524_000455.raw,4.77e-06,4.77e-06,3.04e-06,3.04e-06,5.6100000000000005e-06,1.7000000000000001e-07,1.7000000000000001e-07,1.8e-07,1.8e-07,1.7000000000000001e-07,1.2,0.18,0.49,0.49,0.002,-0.002,41.676034776654085,7585.775750291944,89.42812664367382,2.272061335849515e-07,1391445948174.0217,259285.3235370898,36.97739731808306,20.09240994754656,121.28350600185198,2.038041838216147e-07,-1.3945653357698216e-16,2.123445618837337e-05,1.0312661541005807e-13
five_stage_amp_20250524_000456.raw,5.98e-06,5.98e-06,3.06e-06,3.06e-06,6.5e-07,6.000000000000001e-08,6.000000000000001e-08,1.1e-07,1.1e-07,2.1e-07,1.2,0.2,0.01,0.01,0.018000000000000002,-0.018000000000000002,9.267469761467735,31622.7766016843,109.73520822703235,3.115483389173307e-08,9406666296093.555,58715.47522175289,-6.158990952189204,-12.31615639064554,2.906568640640618,-6.009109370336265e-08,1.2623790125340385e-16,5.224050040648281e-06,-5.5730598329031876e-14
five_stage_amp_20250524_000458.raw,5.13e-06,5.13e-06,9.000000000000001e-07,9.000000000000001e-07,4.18e-06,2e-07,2e-07,2.2e-07,2.2e-07,8e-08,1.2,0.36,0.81,0.81,0.048,-0.048,35.60737675236855,1819700.858610025,87.98912680476444,3.866922661455374e-05,1675615979988.315,30362468.41826698,26.68787942667003,14.02375183067772,58.47940633977179,-2.0413925259969465e-05,4.98100312218867e-14,-6.34544566155679e-07,1.238647821081103e-14
five_stage_amp_20250524_000459.raw,3.19e-06,3.19e-06,5.8800000000000005e-06,5.8800000000000005e-06,4.09e-06,2e-07,2e-07,2.1e-07,2.1e-07,1.9e-07,1.2,0.61,0.8,0.8,0.045,-0.045,37.5347504273287,5495408.738576379,84.33482059512751,0.0002677459117709984,770390084144.5758,212282675.1209041,27.09184767066033,15.95112550639738,75.29003887555193,2.0552595176316286e-09,-7.686284248292722e-21,2.997713376333588e-08,2.1801230654326494e-18
five_stage_amp_20250524_000501.raw,5.93e-06,5.93e-06,2.25e-06,2.25e-06,1.29e-06,1.5e-07,1.5e-07,7e-08,7e-08,2e-07,1.2,0.58,0.26,0.26,0.018000000000000002,-0.018000000000000002,24.250668557019438,794328.2347242986,92.86286177701248,3.734513349254314e-06,5158099314232.636,62216680.66810637,20.10861996034381,2.667055029772994,15.76796339098214,-1.1632134716540122e-05,5.3271539921190887e-14,-1.3642448396087123e-06,5.649137814594253e-14
five_stage_amp_20250524_000502.raw,2.87e-06,2.87e-06,4.05e-06,4.05e-06,5.1e-06,8e-08,8e-08,1.7000000000000001e-07,1.7000000000000001e-07,1.6e-07,1.2,1.1,0.78,0.78,0.035,-0.035,-12.276654614265386,501187233.6272882,179.9999986721064,0.0006963480219330511,-8835958989645.71,256174703.2245108,9.340404171077495,-33.86027953521782,0.2406950586029453,-1.6702642861822096e-09,2.886685255728208e-19,-9.16708990256668e-09,3.4233130021122744e-18
five_stage_amp_20250524_000504.raw,1.75e-06,1.75e-06,1.02e-06,1.02e-06,3.41e-06,1.8e-07,1.8e-07,1.5e-07,1.5e-07,2.2e-07,1.2,0.92,0.66,0.66,0.045,-0.045,7.339188589536915,54954087.38576399,114.98651898991034,0.0001909629272695662,2112024657648.2517,83755578.57321626,12.99963862591556,-14.24443633141486,2.327879147117372,-5.325575709152565e-09,4.0915306862148643e-20,6.503109745956345e-10,-6.680477139849451e-18
five_stage_amp_20250524_000506.raw,2.7600000000000003e-06,2.7600000000000003e-06,5.91e-06,5.91e-06,3.4700000000000002e-06,2.3e-07,2.3e-07,2.1e-07,2.1e-07,1.5e-07,1.2,0.76,0.6,0.6,0.035,-0.035,43.172839303457465,2089296.130854087,84.71525848573923,0.0001804592439276802,499840541007.9591,255963197.0179926,37.11462849926691,21.58921438250643,144.0926953402049,4.329730223401922e-09,-2.0129343127859746e-20,7.688644989797146e-08,6.367029410561207e-18
five_stage_amp_20250524_000507.raw,2.16e-06,2.16e-06,5.76e-06,5.76e-06,2.9800000000000003e-06,2.4000000000000003e-07,2.4000000000000003e-07,7e-08,7e-08,2.3e-07,1.2,0.78,0.03,0.03,0.044,-0.044,-13.508624579115454,22908.67652767809,359.9974818422845,1.60708517701958e-08,0,329348100.8023847,13.09271208744014,-35.09224341672723,-0.21113915127326321,-1.061123961968232e-08,-1.1402976962032173e-16,7.045139641806171e-06,2.224460100243616e-13
five_stage_amp_20250524_000509.raw,2.86e-06,2.86e-06,4.01e-06,4.01e-06,5.18e-06,2e-07,2e-07,2.4000000000000003e-07,2.4000000000000003e-07,1.5e-07,1.2,0.45,0.98,0.98,0.005,-0.005,36.4531150445181,2630267.991895443,86.27629872955224,7.508436436841663e-05,1276983064490.183,70243612.43525565,19.97447420201821,14.86949012353024,64.54178626505465,-1.643355565460596e-05,3.085814125959716e-14,-4.5904692507926014e-07,6.533066081133684e-15
five_stage_amp_20250524_000510.raw,5.38e-06,5.38e-06,3.43e-06,3.43e-06,3.18e-06,1e-07,1e-07,1.7000000000000001e-07,1.7000000000000001e-07,2e-07,1.2,0.06,0.91,0.91,0.009000000000000001,-0.009000000000000001,29.011182863139172,1000.000000000011,91.00501789198414,5.496936706277169e-09,5277700001531.849,12873.07132445906,29.1705125296556,7.427561282737416,28.220153099895295,1.5320557932715094e-06,-4.4973507088884716e-14,0.00016027422184702425,2.5844647475181178e-11
five_stage_amp_20250524_000512.raw,1.68e-06,1.68e-06,5.01e-06,5.01e-06,3.6000000000000003e-06,1e-07,1e-07,6.000000000000001e-08,6.000000000000001e-08,1.5e-07,1.2,0.17,0.29,0.29,0.036000000000000004,-0.036000000000000004,14.493307189166169,87096.35899560961,100.14439964679532,1.305657368811782e-07,9668036317445.516,357923.9207422519,-1.469662187426968,-7.090317728885481,5.304755384344043,1.0947105061402438e-08,-3.8336147092551065e-18,1.8573454044342994e-06,9.474741676889914e-15
five_stage_amp_20250524_000513.raw,4.5500000000000005e-06,4.5500000000000005e-06,1.57e-06,1.57e-06,4.14e-06,1.2000000000000002e-07,1.2000000000000002e-07,7e-08,7e-08,1.7000000000000001e-07,1.2,0.16,0.1,0.1,0.042,-0.042,17.225195018196807,27542.2870333821,97.44843648680641,5.748153763885532e-08,8253454672313.242,238115.9123882708,-4.589205815938979,-4.358429901937066,7.265443947523666,-7.734416556477952e-08,7.521984625860173e-17,5.810395678749346e-06,-3.6367348686436384e-14
five_stage_amp_20250524_000515.raw,1.1600000000000001e-06,1.1600000000000001e-06,2.17e-06,2.17e-06,4.45e-06,2.1e-07,2.1e-07,2.4000000000000003e-07,2.4000000000000003e-07,1.1e-07,1.2,0.64,0.89,0.89,0.047,-0.047,-9.436284274484496,125892541.1794204,179.99999863067072,0.0002364906626663802,-5023275731956.152,94360946.8458241,8.61821508279666,-31.01990910939826,0.33743437512753854,-3.836571069731843e-09,5.6593213537945e-20,-1.0048401330978656e-08,-1.4817384691262437e-17
five_stage_amp_20250524_000517.raw,8.8e-07,8.8e-07,2.82e-06,2.82e-06,7.1e-07,2e-07,2e-07,2.2e-07,2.2e-07,1.4e-07,1.2,0.59,0.61,0.61,0.013000000000000001,-0.013000000000000001,43.7699949403424,524807.4602497835,88.26194742411109,3.944963765708665e-05,582282151219.215,54233405.39214294,38.03828532789935,22.18637001949664,148.93618082160526,-0.0001588889039372722,1.0023696719241716e-12,-1.987456890555985e-06,1.1927955859847175e-13
five_stage_amp_20250524_000518.raw,5.4400000000000004e-06,5.4400000000000004e-06,2.39e-06,2.39e-06,1.24e-06,1.5e-07,1.5e-07,1.1e-07,1.1e-07,2.1e-07,1.2,0.9400000000000001,0.07,0.07,0.018000000000000002,-0.018000000000000002,19.61083715211263,14454.39770745949,95.55112250767613,5.490809990513524e-08,5162495880618.654,202664757.1361415,20.52186885144421,-1.972787927519611,9.561848508205255,1.7850547157333955e-08,-1.9094269764750766e-16,1.146863398723135e-05,1.335041262718848e-13
five_stage_amp_20250524_000520.raw,4.21e-06,4.21e-06,8.8e-07,8.8e-07,4.9900000000000005e-06,2e-07,2e-07,9e-08,9e-08,2.4000000000000003e-07,1.2,0.37,0.41000000000000003,0.41000000000000003,0.05,-0.05,33.97431488664363,549540.873857636,90.5195814935984,8.214120237278922e-06,2272948794538.891,9268688.571959527,28.7276997979201,12.39068996567048,49.97073582050578,1.0571456597803715e-09,-3.266301419756908e-20,2.9512527783977577e-07,2.4168995485488028e-17
five_stage_amp_20250524_000521.raw,1.31e-06,1.31e-06,3.9300000000000005e-06,3.9300000000000005e-06,5.48e-06,1.8e-07,1.8e-07,1.4e-07,1.4e-07,1.9e-07,1.2,0.97,0.6900000000000001,0.6900000000000001,0.038,-0.038,35.578940265625,4365158.322401764,88.9863438800231,0.0002567583719156606,604878844043.0807,232892323.1458306,28.89817599663875,13.99531534467176,58.46977739416208,-9.293160493091165e-06,1.1958150724049955e-14,-2.8254274806238017e-07,2.506653117308015e-15
five_stage_amp_20250524_000523.raw,1.94e-06,1.94e-06,1.14e-06,1.14e-06,4.6e-06,1.1e-07,1.1e-07,7e-08,7e-08,2.1e-07,1.2,0.32,0.22,0.22,0.008,-0.008,23.444540544511085,208929.613085408,93.5320994868762,8.475206454731389e-07,5779515591853.633,4355827.618894513,19.17725129811426,1.860915625098369,14.867126175817232,1.5734686344296825e-09,-1.4354659481610228e-19,7.930361650415901e-07,2.819223220037864e-16
five_stage_amp_20250524_000524.raw,2.0100000000000002e-06,2.0100000000000002e-06,4.51e-06,4.51e-06,2.06e-06,1e-07,1e-07,1.8e-07,1.8e-07,1.3e-07,1.2,0.15,0.33,0.33,0.006,-0.006,33.47886016426536,5011.872336272789,90.19714623370821,5.746325608044874e-08,2919983734863.8516,79111.53891348203,28.88076456828789,11.89523544596479,47.20011074887702,4.0236413809132104e-07,-3.6274107154892563e-16,3.280027941937763e-05,6.838389234607273e-13
five_stage_amp_20250524_000526.raw,1.94e-06,1.94e-06,4.13e-06,4.13e-06,1.98e-06,2e-07,2e-07,1.4e-07,1.4e-07,2.4000000000000003e-07,1.2,0.96,0.31,0.31,0.005,-0.005,40.3078747142526,87096.35899560961,89.60045963608857,2.677576787939432e-06,1311136674875.4517,237718788.9448246,35.48156650881431,18.72424979360996,103.60817430438189,-1.2919770390527144e-07,1.0688362954060592e-17,1.8475607392842296e-06,-1.8245796087528498e-15
five_stage_amp_20250524_000527.raw,5.9e-06,5.9e-06,5.8800000000000005e-06,5.8800000000000005e-06,2.35e-06,1.2000000000000002e-07,1.2000000000000002e-07,1.6e-07,1.6e-07,1e-07,1.2,0.2,0.45,0.45,0.019,-0.019,37.67463617999488,19054.60717963276,89.09343319056359,3.591182903228006e-07,1998994237804.223,513031.0736992924,32.81109256443589,16.09101126819891,76.51259516407069,-6.46182603747008e-07,3.130610917001189e-16,8.520746167850133e-06,-4.8547606523580735e-14
five_stage_amp_20250524_000529.raw,1.65e-06,1.65e-06,2.36e-06,2.36e-06,5e-06,2.3e-07,2.3e-07,1.4e-07,1.4e-07,2.2e-07,1.2,0.42,0.38,0.38,0.004,-0.004,41.290610436326354,173780.0828749408,89.78733355672942,6.207086971042204e-06,1156015009465.3638,26248912.60695251,36.31601773654063,19.70698551593632,116.019375065257,6.7437310946496884e-09,-8.633124210299406e-20,9.471488772077877e-07,1.541849984096429e-16
five_stage_amp_20250524_000531.raw,2.75e-06,2.75e-06,3.82e-06,3.82e-06,2.09e-06,2.1e-07,2.1e-07,1.7000000000000001e-07,1.7000000000000001e-07,2.4000000000000003e-07,1.2,1.04,0.48,0.48,0.022,-0.022,43.73843874170789,912010.8393559295,87.72587738423117,5.591545976400621e-05,713397160593.8718,204522987.1432479,38.4863899277931,22.15483800581872,153.78793163410617,-8.489680328739491e-08,2.6032401843754287e-18,1.7405710303607406e-07,-8.762735455574418e-17
five_stage_amp_20250524_000532.raw,5.68e-06,5.68e-06,3.39e-06,3.39e-06,5.38e-06,2.2e-07,2.2e-07,2e-07,2e-07,1.2000000000000002e-07,1.2,0.66,0.99,0.99,0.041,-0.041,-22.417530763736806,457088189.6148895,179.9999991819649,0.000491300712163925,-20856449621863.473,177027855.6972788,8.198896527843553,-44.00115568468929,0.0757047999559954,0.008984531433018427,-3.1745255933471234e-13,0.11870702594237129,4.197639985329402e-11
five_stage_amp_20250524_000534.raw,1.3600000000000001e-06,1.3600000000000001e-06,4.2900000000000004e-06,4.2900000000000004e-06,1.76e-06,6.000000000000001e-08,6.000000000000001e-08,1.1e-07,1.1e-07,1.3e-07,1.2,0.13,0.91,0.91,0.03,-0.03,18.68845002454045,16595.86907437586,96.0716086188583,3.532914249366902e-08,8778901720183.803,54601.6304607344,14.97337257275807,-2.895174888349059,8.598496280652585,8.638793993102157e-08,-9.633070785988001e-17,9.812147023475502e-06,2.255740071132981e-13
five_stage_amp_20250524_000535.raw,2.93e-06,2.93e-06,1e-06,1e-06,2.93e-06,1.4e-07,1.4e-07,1.2000000000000002e-07,1.2000000000000002e-07,2.3e-07,1.2,0.62,0.02,0.02,0.013000000000000001,-0.013000000000000001,3.8676188648742897,8317.637711026828,130.21643773364923,1.016055751778951e-08,3166110960548.533,89150637.57364586,16.86405369041626,-17.71600586790603,1.5609210829335656,-2.0057018411236496e-08,-2.2021412756250969e-16,1.9658759276683007e-05,2.824421723404555e-13
five_stage_amp_20250524_000537.raw,4.01e-06,4.01e-06,4.44e-06,4.44e-06,4.41e-06,1.2000000000000002e-07,1.2000000000000002e-07,7e-08,7e-08,1.3e-07,1.2,0.44,0.04,0.04,0.001,-0.001,5.876723252438195,30199.51720402065,119.74602698044045,2.247081255823778e-08,7897987867831.399,68938944.40650088,14.56035360436384,-15.70690166786387,1.9671440467699928,2.36482058124865e-09,-8.018839960878165e-17,5.5169644465140845e-06,8.139309232496835e-14
five_stage_amp_20250524_000538.raw,4.08e-06,4.08e-06,5.51e-06,5.51e-06,4.19e-06,1.4e-07,1.4e-07,2.3e-07,2.3e-07,1.5e-07,1.2,0.23,0.67,0.67,0.003,-0.003,41.9387663859029,21877.61623949586,88.77456525047197,6.862856673505096e-07,1336936322873.902,750748.3933252102,36.69682201912968,20.35514147308776,125.00814762705545,1.458780470819311e-07,-2.7536095302857347e-17,7.397869884612518e-06,2.187657740627104e-14
five_stage_amp_20250524_000540.raw,5.04e-06,5.04e-06,3.46e-06,3.46e-06,3.94e-06,1.9e-07,1.9e-07,1.2000000000000002e-07,1.2000000000000002e-07,1.9e-07,1.2,0.84,0.37,0.37,0.025,-0.025,39.241261764427115,794328.2347242986,89.11342516795472,2.327421687453256e-05,1339269215962.2893,295802096.1846672,34.28142166769532,17.65767251683378,91.63542201316717,-5.139697485977443e-08,1.696332994323076e-18,2.008321586457103e-07,-1.0198601774040392e-16
five_stage_amp_20250524_000542.raw,1.99e-06,1.99e-06,2.02e-06,2.02e-06,3.52e-06,2.2e-07,2.2e-07,7e-08,7e-08,2.3e-07,1.2,0.6,0.09,0.09,0.002,-0.002,10.291779541155448,12589.25411794186,107.65909093503623,1.675913025991643e-08,7731059187440.619,151634797.3444197,15.2643562575976,-11.29184527380463,3.2703104228489184,9.220983584754692e-09,-9.54067272576743e-17,1.3034654272871655e-05,1.935371070715098e-13
five_stage_amp_20250524_000543.raw,2.58e-06,2.58e-06,2.27e-06,2.27e-06,1.12e-06,6.000000000000001e-08,6.000000000000001e-08,2e-07,2e-07,9e-08,1.2,0.67,0.98,0.98,0.032,-0.032,-28.274311691362243,125892541.1794204,179.99999954231956,0.0002422242737341005,-14695162025057.922,82014249.80037479,1.103103711463804,-49.85793661148421,0.03857308866443923,6.496744573510874e-13,-1.1111639964483853e-23,1.2881784197515613e-09,6.491739373724133e-21
five_stage_amp_20250524_000545.raw,2.26e-06,2.26e-06,2.36e-06,2.36e-06,2.4500000000000003e-06,1.4e-07,1.4e-07,1.4e-07,1.4e-07,2.1e-07,1.2,0.3,0.18,0.18,0.02,-0.02,37.21059221160127,12589.25411794186,90.17947333281158,2.368153640226822e-07,1978138551796.361,1310621.570719096,32.58224848624255,15.62696730731463,72.53199317124141,7.47726289419399e-08,-2.1642034411770797e-17,1.2825962411438014e-05,3.66644985004619e-14
five_stage_amp_20250524_000546.raw,5.66e-06,5.66e-06,3.86e-06,3.86e-06,2.09e-06,1.1e-07,1.1e-07,6.000000000000001e-08,6.000000000000001e-08,2.4000000000000003e-07,1.2,0.79,0.23,0.23,0.03,-0.03,16.586949792353302,1905460.71796329,98.03025257868754,3.811706408717183e-06,8291766959773.637,257722974.3459487,13.79223680895591,-4.996635544735062,6.750679500178676,4.496513971177823e-10,-2.7774212472319634e-20,8.681758484579808e-08,1.899600557298304e-17
five_stage_amp_20250524_000548.raw,6e-06,6e-06,4.71e-06,4.71e-06,4.79e-06,1.9e-07,1.9e-07,1.4e-07,1.4e-07,2.2e-07,1.2,0.54,0.91,0.91,0.025,-0.025,39.89013915084263,3630780.547701099,86.42139311812622,0.0001456348170246149,994489808364.2332,135964535.4692692,29.56472100566721,18.30652319105731,98.74329138485702,-5.191317668198722e-08,1.2123870343333037e-18,4.477705513882095e-08,-2.2377216229536543e-17
five_stage_amp_20250524_000549.raw,3.44e-06,3.44e-06,5.76e-06,5.76e-06,1.64e-06,7e-08,7e-08,2.3e-07,2.3e-07,1.5e-07,1.2,0.97,0.51,0.51,0.028,-0.028,26.017746194415118,25118864.31509647,86.04546970785783,0.0002330858661711092,2803843266765.7656,203826319.8530855,22.02964735107588,4.43412127346271,19.55697952016627,-7.366649934572495e-07,3.130856468507956e-16,-6.29591045278296e-08,1.3336094290443544e-16
five_stage_amp_20250524_000551.raw,3.01e-06,3.01e-06,1.73e-06,1.73e-06,5.71e-06,1.3e-07,1.3e-07,2.4000000000000003e-07,2.4000000000000003e-07,2.2e-07,1.2,0.62,0.23,0.23,0.037,-0.037,41.46196468081687,43651.58322401731,89.67344342716046,1.387996009719289e-06,1303952165008.0088,79050268.26920894,36.32763120891892,19.8783397618887,118.33091811336939,3.018467180051256e-08,-2.1435894148419303e-18,3.7313306284398294e-06,2.6356313004277227e-15
five_stage_amp_20250524_000552.raw,2.64e-06,2.64e-06,5.6100000000000005e-06,5.6100000000000005e-06,2.74e-06,1.1e-07,1.1e-07,2.4000000000000003e-07,2.4000000000000003e-07,6.000000000000001e-08,1.2,0.8,0.3,0.3,0.018000000000000002,-0.018000000000000002,38.75756557769266,316227.7660168443,88.22044478511344,8.107140504462615e-06,1511780679283.725,234035542.3654662,33.6082532693779,17.17394065702234,86.67208734947125,-9.124901471901894e-08,6.430018004012736e-18,5.101414280700611e-07,-4.270347823643877e-16
